salesorderid,revisionnumber,orderdate,duedate,shipdate,status,onlineorderflag,purchaseordernumber,accountnumber,customerid,salespersonid,territoryid,billtoaddressid,shiptoaddressid,shipmethodid,creditcardid,creditcardapprovalcode,currencyrateid,subtotal,taxamt,freight,totaldue,comment,rowguid,modifieddate
51836,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO6351139034,10-4020-000255,30095,275.0,4,587,587,5,13104.0,107684Vi67850,,37414.848,3603.1286,1125.9777,42143.9543,,29ad9aa4-0a9c-440b-bbd7-abfb1596e691,2024-07-06
51837,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5829112816,10-4020-000266,29609,287.0,8,729,729,5,17540.0,47689Vi91077,8745.0,68473.2873,7124.3493,2226.3592,77823.9958,,dd14f735-ed06-4064-8fcf-2eed4111fce8,2024-07-06
51838,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO4727199391,10-4020-000343,30112,284.0,1,870,870,5,9635.0,27692Vi49638,,39403.722,3806.1895,1189.4342,44399.3457,,39009c57-5f34-4805-9d6c-de675b12763c,2024-07-06
51839,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO4901195797,10-4020-000084,29705,278.0,6,459,459,5,6452.0,47699Vi33489,8743.0,42829.6815,4102.4775,1282.0242,48214.1832,,45385406-8ada-4af6-b98a-11a2e283a67c,2024-07-06
51840,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5249136112,10-4020-000357,29516,286.0,9,424,424,5,11472.0,107700Vi59190,8741.0,567.8978,72.6909,22.7159,663.3046,,587c2b98-2146-44d4-9209-8477b420931f,2024-07-06
51841,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO6670138864,10-4020-000432,29731,277.0,2,802,802,5,161.0,107702Vi848,,32.118,3.1042,0.9701,36.1923,,cfe6fb46-e360-48d7-8fdd-2bc68ed6252a,2024-07-06
51842,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO4843199898,10-4020-000257,29560,281.0,4,1030,1030,5,9772.0,17707Vi50330,,44628.9968,4306.6814,1345.838,50281.5162,,fb924061-c9db-4aa7-bdd5-bbe857fbdfaa,2024-07-06
51843,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO2117116809,10-4020-000444,29544,278.0,6,519,519,5,12189.0,87712Vi63029,8743.0,9759.948,915.1972,285.9991,10961.1443,,4039472f-9246-4301-b44f-74a7273f350d,2024-07-06
51844,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO4553182082,10-4020-000313,30022,276.0,4,1041,1041,5,18386.0,77715Vi95532,,5069.8348,472.6719,147.71,5690.2167,,861b363a-6b09-44fe-a5c1-e8a5d80222f5,2024-07-06
51845,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3799111961,10-4020-000312,29522,276.0,4,1040,1040,5,17861.0,67716Vi92659,,46428.3351,4430.5123,1384.5351,52243.3825,,b6d90cf0-4eb1-48a3-a142-d654672ecf63,2024-07-06
51846,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5162125771,10-4020-000669,29719,274.0,1,905,905,5,16523.0,27718Vi85597,,971.982,93.3103,29.1595,1094.4518,,de63fdde-c5a9-4416-9387-db50239af28e,2024-07-06
51847,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO2030165560,10-4020-000661,29830,278.0,6,553,553,5,16905.0,127719Vi87636,8743.0,9850.086,951.0042,297.1888,11098.279,,aacec52e-2924-4417-990d-97095bb66e54,2024-07-06
51848,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3219116070,10-4020-000493,30047,276.0,4,1071,1071,5,4626.0,97721Vi24264,,5986.686,581.3338,181.6668,6749.6866,,a3884823-76fd-4ae6-843d-8d82f91b83f4,2024-07-06
51849,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO2320117582,10-4020-000529,29784,276.0,4,1078,1078,5,14803.0,57724Vi76688,,10805.37,1053.7968,329.3115,12188.4783,,1442afaa-a7a2-4e0b-a32a-7e81e4fccc09,2024-07-06
51850,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO1856170170,10-4020-000263,29608,289.0,6,488,488,5,15924.0,47725Vi82296,8743.0,66845.6546,6844.9461,2139.0456,75829.6463,,8d6cb3df-988b-449f-a892-f9cb65037c59,2024-07-06
51851,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO2262123570,10-4020-000629,29863,289.0,6,546,546,5,7831.0,97734Vi40542,8743.0,3521.495,402.2977,125.718,4049.5107,,6b9c4fb0-be4c-4dd0-a75e-2bfd961715a7,2024-07-06
51852,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO1247171617,10-4020-000296,29691,279.0,5,940,940,5,15443.0,117749Vi79765,,4180.446,399.7051,124.9079,4705.059,,11715fd3-ee82-4193-88e6-9f0ce60d9984,2024-07-06
51853,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3596145757,10-4020-000476,29896,279.0,5,960,960,5,10191.0,37848Vi52586,,35496.363,3418.1097,1068.1593,39982.632,,718859bd-3bba-440d-a51c-8092fcc53dd3,2024-07-06
51854,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3335117872,10-4020-000152,29640,279.0,5,924,924,5,5751.0,127925Vi30064,,26.724,2.6368,0.824,30.1848,,1c52121f-be61-4f21-a92c-ec7111212bd1,2024-07-06
51855,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3480115731,10-4020-000436,29616,275.0,4,608,608,5,17277.0,87926Vi89711,,72616.5242,6959.035,2174.6984,81750.2576,,185141a7-ac21-4b30-9c21-ceede3373d27,2024-07-06
51856,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3654183134,10-4020-000435,29732,275.0,4,607,607,5,6940.0,27934Vi36111,,33634.68,3271.7603,1022.4251,37928.8654,,118f9f57-697d-4b2c-be95-e6cad60d74c8,2024-07-06
51857,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3683131763,10-4020-000085,29923,290.0,7,679,679,5,12228.0,47959Vi63234,,94139.2728,10375.703,3242.4072,107757.383,,c9a970d0-bfd6-488e-97a0-4ff718bda2a1,2024-07-06
51858,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3567120722,10-4020-000193,29940,290.0,7,685,685,5,15144.0,117973Vi78317,,122284.4578,13529.6481,4228.015,140042.1209,,36ffd602-ace2-416e-a5c5-20d8274a5d6a,2024-07-06
51859,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3306186283,10-4020-000181,29936,284.0,1,852,852,5,1298.0,27978Vi6580,,1914.4429,193.4064,60.4395,2168.2888,,c9bf54b2-2ba8-45eb-a262-0b4fe7abee15,2024-07-06
51860,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3625164674,10-4020-000666,29543,277.0,2,827,827,5,18295.0,67994Vi94982,,71029.152,6858.7068,2143.3459,80031.2047,,1bc675ec-d1a7-4227-a662-b7343f07284a,2024-07-06
51861,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO3712133982,10-4020-000662,29979,287.0,7,712,712,5,8719.0,108015Vi45005,,10284.1936,1126.2789,351.9621,11762.4346,,665d0b48-32cb-4b87-ad60-efccf9a005f3,2024-07-06
51862,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO4205186101,10-4020-000323,29590,277.0,3,789,789,5,1308.0,108083Vi6653,,4130.982,396.5743,123.9295,4651.4858,,99af41e4-054a-42c9-9cdc-8bb93f0db312,2024-07-06
51863,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5046174812,10-4020-000596,29753,283.0,1,897,897,5,15319.0,98217Vi79176,,461.694,44.3226,13.8508,519.8674,,f27f5c3b-feef-47e4-a7dc-d7e91f586843,2024-07-06
51864,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5568126648,10-4020-000422,29880,279.0,5,954,954,5,8663.0,78262Vi44710,,3855.0766,357.8874,111.8398,4324.8038,,11cac4b8-77a5-461b-b4b1-cb92ffeff0c0,2024-07-06
51865,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5742183805,10-4020-000541,29588,284.0,1,890,890,5,15842.0,88270Vi81884,,514.008,49.8515,15.5786,579.4381,,c173d88c-cf15-40e2-a726-5a948de08b4a,2024-07-06
51866,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO5945160762,10-4020-000251,30002,277.0,2,781,781,5,106.0,118300Vi595,,977.376,93.7778,29.3055,1100.4593,,271a2ec1-3a81-4004-b129-d47c7c2cb096,2024-07-06
51867,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7279141150,10-4020-000399,30061,275.0,4,603,603,5,2318.0,68438Vi12115,,5270.5524,543.1692,169.7404,5983.462,,ef308c49-1664-491a-a016-2b324197ee49,2024-07-06
51868,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO7714158001,10-4020-000495,29756,279.0,5,963,963,5,2759.0,28580Vi14371,,202.332,19.9634,6.2386,228.534,,d585f33f-7e66-441e-a1cc-40af991d1a51,2024-07-06
51869,11,2024-06-29,2024-07-11,2024-07-06,5,false,PO8149116950,10-4020-000615,29845,288.0,8,748,748,5,12299.0,68607Vi63597,8745.0,26.724,2.3971,0.7491,29.8702,,7c060907-dfac-4014-be6b-ad74dfec1229,2024-07-06
51870,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO8439127168,10-4020-000574,29857,282.0,10,666,666,5,18675.0,128619Vi97070,8746.0,404.664,39.9268,12.4771,457.0679,,85acbc2b-9d3e-4104-bc3c-4cbcadc22f9c,2024-07-06
51871,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO9164147296,10-4020-000339,29790,286.0,9,423,423,5,15711.0,88681Vi81221,8741.0,200.052,19.7385,6.1683,225.9588,,1baedd61-42a2-4db3-874e-0d0f21698d8b,2024-07-06
51872,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO9135141385,10-4020-000321,29547,286.0,9,422,422,5,10187.0,108715Vi52569,8741.0,356.898,35.2139,11.0044,403.1163,,7a82589e-f768-46c4-9aaa-4e108f6025ae,2024-07-06
51873,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO9280174823,10-4020-000694,29819,275.0,3,633,633,5,6881.0,28731Vi35868,,326.742,31.3233,9.7885,367.8538,,fbe61a7e-ae72-465e-9903-49d628b12a17,2024-07-06
51874,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO9773132815,10-4020-000008,29814,279.0,5,908,908,5,2274.0,58777Vi11898,,6557.411,696.2777,217.5868,7471.2755,,d224dc01-cf4c-4d3f-bb4d-153f44d664c4,2024-07-06
51875,10,2024-06-29,2024-07-11,2024-07-06,5,false,PO10266131482,10-4020-000393,30059,286.0,9,426,426,5,14595.0,18801Vi75669,8741.0,38978.1074,4448.6601,1390.2063,44816.9738,,c923704f-1747-4826-8374-ebdf2a091316,2024-07-06
53450,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO29199294,10-4020-000304,30025,282.0,10,651,651,5,6295.0,35001Vi32687,9087.0,21.576,1.8699,0.5844,24.0303,,7453f746-ccff-4ae6-af5f-41eb985d32a5,2024-08-06
53451,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO58117793,10-4020-000595,30031,284.0,1,896,896,5,15453.0,15002Vi79808,,1741.7689,176.2962,55.0926,1973.1577,,600b6ff7-9fb1-44a4-9207-4369b0effa07,2024-08-06
53452,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO870113712,10-4020-000621,29843,280.0,1,901,901,5,13939.0,75015Vi72292,,52952.3583,5560.3402,1737.6063,60250.3048,,30bc42a8-10ab-4ee6-bf08-989a9bcffdd4,2024-08-06
53453,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO19952184431,10-4020-000106,30072,282.0,10,640,640,5,10343.0,55089Vi53386,9087.0,200.052,19.7385,6.1683,225.9588,,8cfbd4d3-131a-4046-b9ca-f5a180c1e761,2024-08-06
53454,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO19633151350,10-4020-000149,29579,281.0,3,1012,1012,5,12857.0,15111Vi66504,,40255.9142,3856.1111,1205.0347,45317.06,,05d9ccc4-f252-4530-8d74-bc324f3817b9,2024-08-06
53455,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO19604185529,10-4020-000340,30113,282.0,10,653,653,5,11645.0,125116Vi60179,9087.0,31612.0704,3047.1695,952.2405,35611.4804,,348a9703-ee2f-42f8-8ea6-5cb6b601cace,2024-08-06
53456,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO19401178762,10-4020-000173,29714,289.0,6,473,473,5,6065.0,45161Vi31551,9084.0,26816.5751,2579.8168,806.1928,30202.5847,,bc52314b-bf06-4e84-a1cd-97db617d9a7a,2024-08-06
53457,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO19169151555,10-4020-000272,29622,283.0,1,863,863,5,7829.0,95189Vi40533,,47000.9618,4603.8104,1438.6907,53043.4629,,06136042-5313-4983-8754-ff7106ddd0ed,2024-08-06
53458,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO19285149036,10-4020-000448,29736,282.0,10,659,659,5,11874.0,95199Vi61305,9087.0,92278.0501,10013.6366,3129.2614,105420.9481,,ee6e9fb5-de2a-412b-977d-d1f5e2227833,2024-08-06
53459,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO19372154638,10-4020-000582,29485,276.0,4,1086,1086,5,17038.0,105204Vi88442,,29133.471,3049.6412,953.0129,33136.1251,,7599e903-bbee-4200-879b-e0d6462ab356,2024-08-06
53460,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO19343112747,10-4020-000024,29957,276.0,4,992,992,5,371.0,25223Vi1858,,104273.0197,10489.2691,3277.8966,118040.1854,,ada32749-c395-4299-a36f-1a375383efb7,2024-08-06
53461,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO18589168724,10-4020-000067,29927,287.0,7,678,678,5,13784.0,55241Vi71470,,1466.01,140.737,43.9803,1650.7273,,9acf8191-983d-490f-b86b-7fa7c7b53b73,2024-08-06
53462,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17429162096,10-4020-000338,29607,288.0,8,733,733,5,4727.0,55366Vi24795,9086.0,228.582,22.5534,7.0479,258.1833,,5f474c4b-314a-44ee-a7dc-6fcb2a2fbd78,2024-08-06
53463,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17690192070,10-4020-000047,29803,289.0,6,452,452,5,8552.0,125378Vi44231,9084.0,2901.9075,271.7663,84.927,3258.6008,,e2069b5c-ee40-4c8c-8c1c-19d67a10e8ae,2024-08-06
53464,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17545119283,10-4020-000155,29639,289.0,6,470,470,5,4357.0,85394Vi22856,9084.0,64152.0919,6191.95,1934.9844,72279.0263,,79374382-2557-4b96-a074-d1bb2365181e,2024-08-06
53465,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17574192592,10-4020-000678,29722,274.0,6,555,555,5,12698.0,65433Vi65677,9084.0,84713.7665,8161.7159,2550.5362,95426.0186,,c49f4d15-491b-4fba-9570-4c76e688ebcb,2024-08-06
53466,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17226183994,10-4020-000561,29508,275.0,4,619,619,5,3787.0,35444Vi19939,,1182.894,115.8482,36.2026,1334.9448,,0384b8e4-36a9-40c3-b880-6adfba191921,2024-08-06
53467,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17487177251,10-4020-000692,29709,284.0,1,906,906,5,10783.0,45465Vi55641,,5696.538,535.0925,167.2164,6398.8469,,c859bf0a-b141-4475-a9ea-a22325dc2b4e,2024-08-06
53468,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17371113808,10-4020-000688,29821,286.0,9,444,444,5,9314.0,75466Vi48034,9082.0,25283.1022,2786.5509,870.7971,28940.4502,,41b7ac98-cda8-4bfd-8b86-a6e9b2f4d4c2,2024-08-06
53469,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17139199092,10-4020-000644,30105,284.0,1,902,902,5,14468.0,35472Vi75048,,21393.5597,2088.3415,652.6067,24134.5079,,27cbd2b6-341a-468e-bc82-5eb94beb5ca0,2024-08-06
53470,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO17052111209,10-4020-000420,29660,276.0,4,1058,1058,5,18328.0,65496Vi95176,,56184.0389,6300.9149,1969.0359,64453.9897,,69dfcb8b-59f3-4316-a699-9f96cd586039,2024-08-06
53471,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO16994189676,10-4020-000306,29528,277.0,3,788,788,5,4173.0,65498Vi21910,,38496.048,3718.486,1162.0269,43376.5609,,ec19e59f-4150-44d9-87ce-9852ce41697b,2024-08-06
53472,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO16501111174,10-4020-000142,29796,282.0,10,642,642,5,18930.0,15548Vi98348,9087.0,92141.4113,8946.107,2795.6584,103883.1767,,b30a007f-7f2d-4228-9346-30ed3c4cd47d,2024-08-06
53473,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO16530183958,10-4020-000601,30033,276.0,1,1090,1090,5,10713.0,115569Vi55301,,1615.2769,167.7032,52.4072,1835.3873,,700a4706-8b2b-414d-a416-79af9b372c98,2024-08-06
53474,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO15457187993,10-4020-000297,29534,279.0,5,941,941,5,5262.0,75679Vi27530,,26776.3823,2894.895,904.6547,30575.932,,412f5725-efc5-403c-9e18-87b0c07f8569,2024-08-06
53475,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO15515192405,10-4020-000481,30043,290.0,7,701,701,5,13971.0,55682Vi72449,,39566.3847,3803.0664,1188.4582,44557.9093,,e7e5e9ef-f04e-4ee3-b100-bd917ad815dd,2024-08-06
53476,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO16153121709,10-4020-000186,29653,276.0,4,1019,1019,5,12529.0,85693Vi64808,,13119.4132,1379.507,431.0959,14930.0161,,c72b746b-706d-4eb4-955d-f1fa1faf20b3,2024-08-06
53477,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO15544120937,10-4020-000282,30087,278.0,6,492,492,5,11119.0,65695Vi57363,9084.0,24830.4239,2666.592,833.31,28330.3259,,5171f034-8e53-4530-92f9-45dc986b8e2e,2024-08-06
53478,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO15486115045,10-4020-000121,29951,290.0,7,681,681,5,11814.0,105712Vi61073,,39923.9842,3874.6053,1210.8142,45009.4037,,cb3d3b89-47bc-4739-aa91-71de97947633,2024-08-06
53479,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO15109129210,10-4020-000049,29933,290.0,7,677,677,5,9054.0,95734Vi46738,,225.63,21.7332,6.7916,254.1548,,f36736bf-684a-499c-9546-b31402e0a6cf,2024-08-06
53480,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO15341137525,10-4020-000327,30118,275.0,3,595,595,5,16569.0,95741Vi85806,,44021.7035,4232.4121,1322.6288,49576.7444,,e1cc45f0-a611-4bb2-be63-6d4b7a632de9,2024-08-06
53481,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO14935112810,10-4020-000443,29603,289.0,6,518,518,5,17281.0,105747Vi89721,9084.0,242.4,23.7405,7.4189,273.5594,,433cefd4-1af5-48cf-988c-cd8a1d0c50f1,2024-08-06
53482,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO14906126015,10-4020-000424,29576,289.0,6,514,514,5,6442.0,95774Vi33449,9084.0,1475.634,138.5253,43.2892,1657.4485,,d93f7db8-e5e9-43c4-8898-b2f9f71d79a8,2024-08-06
53483,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO14761137153,10-4020-000408,29557,278.0,6,513,513,5,3513.0,15800Vi18487,9084.0,61044.4562,6082.7451,1900.8578,69028.0591,,79b26cc0-3d4f-4aa6-ad6f-c731a2112eb8,2024-08-06
53484,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO14790120337,10-4020-000497,29499,289.0,6,527,527,5,5958.0,105807Vi31021,9084.0,27975.6975,2704.4837,845.1512,31525.3324,,6996aea7-4ad1-432f-9862-fa451fc88fad,2024-08-06
53485,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO14703131697,10-4020-000573,29488,285.0,9,436,436,5,5316.0,75812Vi27783,9082.0,57771.7641,6201.0736,1937.8355,65910.6732,,66e96cf2-6acb-4d65-8039-16f58e4b8067,2024-08-06
53486,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO14877139030,10-4020-000172,29711,289.0,6,472,472,5,17062.0,15816Vi88581,9084.0,4949.682,477.3527,149.1727,5576.2074,,b60f9ff2-c2d7-4552-9d7e-80beef8f4708,2024-08-06
53487,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO14152112751,10-4020-000037,29775,284.0,1,836,836,5,10915.0,45885Vi56272,,1466.01,140.737,43.9803,1650.7273,,55a86bd2-65de-43fd-9c91-294a08c85c8a,2024-08-06
53488,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO14210144388,10-4020-000030,29959,278.0,6,450,450,5,4851.0,85912Vi25493,9084.0,70.644,6.513,2.0353,79.1923,,a15d6c03-feda-41a7-9877-a3f2e41538b8,2024-08-06
53489,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO13804161202,10-4020-000202,29943,275.0,4,582,582,5,17455.0,95944Vi90709,,1525.8048,219.7159,68.6612,1814.1819,,401bad4f-f526-4106-8660-812fbb99c8bb,2024-08-06
53490,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO13717132596,10-4020-000473,29897,281.0,4,1066,28,5,11215.0,15957Vi57849,,3483.366,343.4979,107.3431,3934.207,,fca33653-59c3-49b2-9e83-959c924c5897,2024-08-06
53491,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO13021164883,10-4020-000276,30089,276.0,4,1034,1034,5,4385.0,36016Vi23006,,202.332,19.9634,6.2386,228.534,,a6855550-e6fb-400e-af19-d68aabdd2299,2024-08-06
53492,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO13630111535,10-4020-000640,29972,285.0,9,440,440,5,15018.0,116038Vi77720,9082.0,17746.2521,1820.0889,568.7778,20135.1188,,c5c97f41-52c4-481a-80b7-5f06063eddff,2024-08-06
53493,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO13543118174,10-4020-000293,29690,281.0,1,1036,1036,5,7392.0,106057Vi38330,,23384.652,2280.8372,712.7616,26378.2508,,9b739e56-2eb6-4885-8512-cb8a4bf48f71,2024-08-06
53494,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO13137149691,10-4020-000445,29735,290.0,7,699,699,5,8213.0,16063Vi42558,,109.788,10.8324,3.3851,124.0055,,a02aa813-f31c-48d6-9277-56532a7fcb3d,2024-08-06
53495,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO13050166548,10-4020-000160,29644,282.0,10,643,643,5,6468.0,16072Vi33565,9087.0,4098.648,393.5136,122.973,4615.1346,,9bc5d5a8-8147-453f-9f86-6389dbdc2d51,2024-08-06
53496,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO12992153220,10-4020-000295,30027,276.0,4,1038,1038,5,17982.0,106084Vi93305,,3741.6939,432.8058,135.2518,4309.7515,,95b9f8cb-753d-46a2-95d3-59c45eecd5cc,2024-08-06
53497,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO12673113349,10-4020-000499,30049,290.0,7,702,702,5,4304.0,116103Vi22619,,90020.6146,8866.0475,2770.6398,101657.3019,,cf75b9e1-e9b9-4576-88b0-d92bd23cd099,2024-08-06
53498,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO12180125282,10-4020-000303,29529,286.0,9,421,421,5,18570.0,116140Vi96529,9082.0,1912.446,188.6947,58.9671,2160.1078,,3a438fb0-17b8-40f0-94dc-d52e30b01ac9,2024-08-06
53499,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO12354126576,10-4020-000197,29891,277.0,3,775,775,5,5215.0,26148Vi27272,,28195.896,2693.5039,841.72,31731.1199,,0aa7eac0-5ddc-48d6-a850-55befc176d99,2024-08-06
53500,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO12470126979,10-4020-000672,29720,281.0,1,1100,1100,5,16023.0,116173Vi82836,,40271.493,4491.2797,1403.5249,46166.2976,,52afd179-0a3d-4311-abe8-47de07e00654,2024-08-06
53501,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO11977134436,10-4020-000675,29721,279.0,5,984,984,5,19078.0,86196Vi99116,,1130.952,111.5873,34.871,1277.4103,,007c9cdd-9e21-4434-9df3-c48d2a938eb8,2024-08-06
53502,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO11774190456,10-4020-000682,29823,285.0,9,443,443,5,6535.0,76245Vi33948,9082.0,31604.671,3282.4438,1025.7637,35912.8785,,b3696a3a-2e73-411d-acec-700d2dea691d,2024-08-06
53503,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO11165175744,10-4020-000586,30029,289.0,6,542,542,5,5089.0,116257Vi26640,9084.0,4216.1064,404.2181,126.3182,4746.6427,,2ea9d1ba-5b3b-4c8a-9f8d-e758c2988c1b,2024-08-06
53504,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO11310186719,10-4020-000212,29887,288.0,8,726,726,5,3586.0,26288Vi18893,9086.0,2045.292,197.8113,61.816,2304.9193,,a9d3b817-0563-4040-abda-fbc1c1df9a19,2024-08-06
53505,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO11397144048,10-4020-000176,29552,288.0,8,724,724,5,1977.0,66294Vi10292,9086.0,40683.5406,3889.5395,1215.4811,45788.5612,,6a57832d-3e16-4d97-9cf1-168cb549769f,2024-08-06
53506,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO11455145357,10-4020-000072,29701,277.0,2,762,762,5,17544.0,26300Vi91102,,105505.3991,10323.0958,3225.9674,119054.4623,,ce8340c9-fa26-46c6-b628-f50d439eec64,2024-08-06
53507,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO10933183052,10-4020-000407,29527,289.0,6,512,512,5,10338.0,56307Vi53352,9084.0,4398.8328,495.559,154.8622,5049.254,,d836eecc-f439-4c6a-8f8b-7ff9f32d1bef,2024-08-06
53508,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO11194139565,10-4020-000048,29964,278.0,6,453,453,5,15735.0,66326Vi81322,9084.0,34771.9097,3728.206,1165.0644,39665.1801,,50ace3f5-e58a-4eef-a08c-3348416e58d4,2024-08-06
53509,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO11107182902,10-4020-000156,29577,278.0,6,471,471,5,319.0,16336Vi1621,9084.0,3676.914,336.0812,105.0254,4118.0206,,37b47bc5-d070-4a28-b185-a4419c8d64cc,2024-08-06
53510,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO10962181057,10-4020-000685,29822,278.0,6,557,557,5,18097.0,106374Vi93858,9084.0,44411.3304,4288.4368,1340.1365,50039.9037,,561afba3-ce51-4dcf-bfab-2a2acb3d6acd,2024-08-06
53511,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO10295138349,10-4020-000322,30019,282.0,10,652,652,5,12550.0,26389Vi64949,9087.0,552.948,53.4938,16.7168,623.1586,,19013030-8a12-4c66-b380-28d1d21e4993,2024-08-06
53512,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO10353157108,10-4020-000088,29922,287.0,10,639,639,5,8091.0,116396Vi41938,9087.0,33631.8982,3239.084,1012.2137,37883.1959,,7f761539-38f5-406f-90ef-e1f444fbc5a0,2024-08-06
53513,10,2024-07-30,2024-08-11,2024-08-06,5,false,PO10875194431,10-4020-000281,29625,289.0,6,491,491,5,2602.0,86437Vi13535,9084.0,47813.2429,5540.2612,1731.3316,55084.8357,,f5e9badb-67e0-472b-897a-8e9eb4c1e681,2024-08-06
