businessentityid,creditcardid,modifieddate
12896,4425,2023-02-14
12897,9767,2024-10-15
12898,16327,2023-04-19
12899,18752,2024-07-23
12900,13100,2024-10-10
12901,9665,2024-08-15
12902,11570,2023-02-11
12903,11800,2022-10-31
12904,8739,2023-09-21
12905,10251,2022-08-26
12906,7841,2025-04-02
12907,12485,2025-01-29
12908,12119,2024-09-06
12909,4293,2023-04-09
12910,1461,2024-04-28
12911,2284,2023-03-17
12912,13459,2024-08-28
12913,2732,2024-09-08
12914,5433,2024-11-06
12915,8602,2024-09-05
12916,8109,2024-07-06
12917,14571,2025-03-07
12918,4155,2025-05-05
12919,16020,2025-03-31
12920,3625,2023-06-25
12921,4308,2024-09-06
12922,635,2024-10-22
12923,8431,2023-10-19
12924,7081,2023-09-28
12925,16894,2023-09-27
12926,11228,2023-09-11
12927,12497,2024-07-23
12928,8816,2022-07-05
12929,5080,2024-03-16
12930,15929,2024-10-09
12931,12060,2022-08-20
12932,8778,2024-07-31
12933,651,2024-10-25
12934,6716,2023-03-27
12935,12480,2024-08-13
12936,5257,2025-06-02
12937,16102,2024-09-27
12938,14745,2024-05-07
12939,10194,2024-12-05
12940,18890,2024-10-06
12941,16785,2024-12-21
12942,17789,2024-09-08
12943,17402,2025-03-13
12944,3445,2023-02-20
12945,1409,2023-11-11
12946,8764,2023-07-07
12947,13053,2024-10-22
12948,12958,2024-08-24
12949,13648,2023-03-10
12950,14985,2025-06-06
12951,9451,2025-06-14
12952,6553,2025-04-03
12953,18106,2025-04-17
12954,18085,2024-07-10
12955,15464,2024-04-20
12956,14766,2025-02-10
12957,5730,2025-06-04
12958,4906,2025-02-04
12959,9786,2024-11-07
12960,14180,2023-06-16
12961,1555,2024-03-24
12962,11092,2024-04-16
12963,506,2025-01-24
12964,18678,2024-09-22
12965,17773,2024-03-09
12966,8537,2024-01-29
12967,16042,2023-06-30
12968,6204,2025-02-24
12969,4247,2025-02-24
12970,15697,2023-11-27
12971,12751,2023-09-13
12972,7329,2024-11-05
12973,428,2024-12-31
12974,5534,2024-01-18
12975,12349,2025-03-17
12976,10231,2023-07-07
12977,67,2024-10-26
12978,4695,2024-10-14
12979,12924,2023-11-05
12980,128,2025-05-24
12981,12462,2025-05-21
12982,18212,2023-07-23
12983,17967,2023-01-07
12984,13249,2025-02-25
12985,17422,2024-10-31
12986,12366,2024-10-14
12987,14584,2022-11-23
12988,9226,2025-01-18
12989,1715,2023-03-04
12990,3912,2023-03-15
12991,18739,2025-04-17
12992,2719,2024-01-14
12993,17418,2025-06-14
12994,14492,2023-11-11
12995,16846,2023-10-30
12996,5987,2024-09-04
12997,6485,2025-03-15
12998,924,2023-08-22
12999,14631,2025-03-16
13000,14009,2025-04-09
13001,573,2024-08-02
13002,4582,2022-08-08
13003,3331,2024-07-19
13004,3865,2025-05-27
13005,16903,2025-01-29
13006,3189,2024-09-12
13007,17475,2024-09-27
13008,11864,2024-11-29
13009,2673,2025-04-25
13010,12477,2024-03-23
13011,8262,2025-03-10
13012,1391,2023-11-28
13013,6420,2024-10-05
13014,11723,2024-12-16
13015,12802,2024-11-21
13016,16162,2025-05-04
13017,6243,2024-09-07
13018,18163,2024-12-16
13019,3474,2025-02-25
13020,3443,2025-03-17
13021,3346,2023-03-22
13022,5744,2022-08-15
13023,2778,2024-07-08
13024,16664,2024-04-06
13025,12702,2024-11-19
13026,4836,2025-05-02
13027,7296,2025-06-05
13028,12652,2024-10-04
13029,3796,2025-02-15
13030,5402,2024-11-08
13031,6320,2024-10-21
13032,1591,2022-09-07
13033,19020,2024-01-03
13034,2120,2024-12-22
13035,6125,2025-05-08
13036,7537,2024-09-01
13037,16077,2025-04-20
13038,3221,2024-12-23
13039,8207,2024-08-28
13040,18001,2025-02-16
13041,16831,2025-05-16
13042,17494,2024-07-14
13043,87,2023-03-03
13044,7145,2024-10-21
13045,10082,2024-08-02
13046,13122,2025-02-09
13047,9504,2024-07-08
13048,5362,2024-02-10
13049,9672,2025-03-15
13050,1668,2023-11-29
13051,6628,2023-09-12
13052,10721,2024-09-06
13053,6210,2024-05-08
13054,10037,2023-01-19
13055,9888,2024-08-02
13056,1190,2023-06-15
13057,17198,2025-03-28
13058,1649,2024-08-03
13059,18657,2024-09-25
13060,17739,2025-01-07
13061,6053,2024-10-06
13062,8606,2025-06-02
13063,6813,2025-02-24
13064,9952,2024-09-13
13065,16906,2022-12-16
13066,13511,2025-01-15
13067,15884,2025-04-28
13068,8767,2024-10-22
13069,5043,2024-10-19
13070,5373,2025-02-25
13071,10457,2025-04-17
13072,18610,2024-11-10
13073,14516,2025-02-16
13074,17740,2025-03-19
13075,9101,2024-06-13
13076,11950,2022-06-04
13077,9891,2025-01-01
13078,9155,2025-04-10
13079,10477,2024-12-07
13080,338,2025-05-04
13081,1718,2025-05-09
13082,3847,2024-08-13
13083,9905,2025-03-27
13084,10827,2022-12-13
13085,14835,2024-04-09
13086,4977,2022-09-08
13087,12726,2023-02-20
13088,17458,2022-10-10
13089,12542,2024-10-19
13090,2446,2022-12-30
13091,14587,2024-09-06
13092,8994,2025-04-26
13093,4452,2024-11-03
13094,6189,2024-09-06
13095,14059,2024-11-11
13096,6203,2025-02-09
13097,3163,2025-03-10
13098,7336,2024-07-02
13099,17496,2024-11-01
13100,13643,2024-10-05
13101,17086,2025-04-13
13102,5917,2022-11-17
13103,14671,2024-09-23
13104,1739,2024-11-28
13105,2372,2025-06-02
13106,9317,2025-04-22
13107,1510,2024-08-16
13108,6844,2024-07-30
13109,19106,2023-01-31
13110,9307,2025-01-18
13111,5421,2024-12-20
13112,12710,2025-02-19
13113,11352,2025-02-11
13114,18488,2023-09-28
13115,16269,2024-09-08
13116,10506,2025-04-08
13117,12641,2023-03-23
13118,10076,2024-04-30
13119,10965,2025-05-24
13120,122,2025-06-10
13121,4273,2025-05-29
13122,9516,2024-10-03
13123,2475,2023-09-12
13124,9488,2024-03-24
13125,13721,2024-07-15
13126,9477,2025-06-21
13127,2186,2025-03-26
13128,13631,2023-04-26
13129,2225,2024-10-21
13130,15061,2023-08-30
13131,8136,2023-06-11
13132,7402,2025-01-09
13133,2993,2024-07-23
13134,8794,2025-03-31
13135,6445,2025-06-17
13136,9590,2025-01-09
13137,18185,2024-08-26
13138,4399,2023-02-04
13139,13050,2025-04-11
13140,5103,2025-04-27
13141,2444,2025-04-19
13142,4821,2023-11-18
13143,3979,2022-09-14
13144,16440,2022-11-05
13145,10667,2024-10-22
13146,15478,2022-12-18
13147,12209,2025-01-26
13148,4594,2024-11-19
13149,18006,2024-12-14
13150,1420,2024-08-17
13151,5961,2024-10-31
13152,3825,2025-04-18
13153,17234,2024-09-08
13154,18340,2022-07-23
13155,11778,2025-04-28
13156,14218,2024-02-14
13157,634,2025-04-21
13158,10581,2025-04-27
13159,4005,2025-03-11
13160,9077,2024-11-29
13161,418,2022-12-28
13162,17700,2024-10-09
13163,11281,2024-12-14
13164,4485,2024-07-07
13165,3732,2023-09-21
13166,9530,2025-06-26
13167,12547,2024-10-20
13168,12548,2024-09-03
13169,10096,2024-01-07
13170,10088,2025-04-13
13171,3310,2024-09-22
13172,17862,2025-05-20
13173,8371,2023-02-05
13174,838,2025-03-22
13175,2065,2023-11-13
13176,11838,2022-08-07
13177,12552,2024-01-29
13178,12341,2024-03-27
13179,16460,2024-08-14
13180,16901,2024-12-12
13181,1856,2024-08-29
13182,4845,2024-07-09
13183,10218,2023-04-21
13184,16036,2025-06-28
13185,13702,2025-05-06
13186,14642,2025-06-13
13187,16164,2025-01-15
13188,8933,2024-03-23
13189,13421,2025-04-04
13190,12247,2024-09-04
13191,15152,2024-08-23
13192,18079,2024-03-17
13193,14549,2024-01-05
13194,9165,2024-09-15
13195,9687,2024-10-10
13196,7258,2024-10-12
13197,6633,2024-10-12
13198,7703,2025-02-23
13199,70,2025-02-06
13200,4601,2025-06-25
13201,6023,2023-06-12
13202,13440,2025-03-20
13203,3484,2024-05-07
13204,11022,2022-09-21
13205,7265,2022-09-03
13206,1332,2023-03-23
13207,26,2024-08-26
13208,7344,2024-02-16
13209,13151,2024-09-06
13210,983,2023-03-21
13211,7545,2024-08-06
13212,7061,2023-05-19
13213,12483,2025-03-24
13214,6422,2023-09-14
13215,1090,2024-07-05
13216,13510,2024-11-06
13217,16270,2023-09-24
13218,18050,2023-06-12
13219,8040,2025-01-08
13220,11255,2025-03-02
13221,4937,2024-05-25
13222,2,2024-12-04
13223,7886,2024-05-14
13224,4408,2024-10-01
13225,3528,2024-07-04
13226,357,2025-02-11
13227,3054,2025-06-24
13228,471,2024-10-30
13229,209,2025-06-10
13230,11855,2024-11-08
13231,10871,2024-08-06
13232,2634,2022-10-07
13233,13158,2024-11-14
13234,10495,2024-06-20
13235,8185,2025-05-30
13236,404,2024-09-16
13237,9724,2023-08-31
13238,15345,2025-02-19
13239,16776,2024-04-13
13240,7994,2025-05-14
13241,6238,2024-08-29
13242,16777,2023-01-16
13243,2960,2023-06-17
13244,3818,2024-10-02
13245,6252,2025-05-02
13246,17083,2024-09-21
13247,18781,2022-09-09
13248,3501,2023-01-29
13249,2482,2024-09-12
13250,5094,2024-08-16
13251,6788,2025-06-18
13252,11220,2025-02-20
13253,15768,2025-03-27
13254,12408,2025-04-12
13255,13092,2025-06-23
13256,15361,2024-12-23
13257,2954,2024-09-15
13258,11926,2024-03-08
13259,17912,2024-12-01
13260,7283,2025-01-04
13261,7057,2024-09-02
13262,15609,2024-08-06
13263,4658,2024-07-02
13264,7503,2024-10-24
13265,1370,2025-01-27
13266,3808,2024-09-27
13267,17605,2025-01-16
13268,2184,2024-09-20
13269,15607,2024-07-27
13270,4228,2025-03-29
13271,6892,2024-10-09
13272,13659,2025-04-25
13273,10505,2024-10-02
13274,5098,2025-06-09
13275,17163,2025-03-14
13276,16183,2025-04-12
13277,3948,2024-07-03
13278,11378,2024-04-05
13279,12991,2025-06-22
13280,17842,2024-11-03
13281,5209,2025-03-18
13282,1161,2024-01-06
13283,13596,2025-06-03
13284,12244,2025-05-13
13285,2708,2024-04-28
13286,11430,2024-07-29
13287,8847,2025-03-31
13288,3130,2023-07-16
13289,15898,2024-07-04
13290,18127,2025-04-30
13291,13075,2025-01-20
13292,14430,2024-11-17
13293,16495,2024-11-04
13294,11709,2024-07-18
13295,10085,2024-08-26
13296,845,2025-03-13
13297,11341,2025-06-05
13298,12955,2024-09-19
13299,11779,2024-12-06
13300,3689,2023-03-23
13301,8287,2024-09-17
13302,11822,2025-02-02
13303,13184,2025-04-19
13304,17950,2025-05-23
13305,3748,2025-03-08
13306,753,2025-05-03
13307,10926,2024-07-18
13308,5843,2025-05-20
13309,12867,2025-03-02
13310,18303,2024-12-03
13311,5398,2025-01-21
13312,7627,2024-04-02
13313,4791,2023-03-24
13314,10431,2022-11-21
13315,4011,2024-04-28
13316,11493,2024-11-15
13317,14619,2025-03-17
13318,12429,2024-11-03
13319,19103,2024-04-10
13320,11658,2025-02-13
13321,13437,2024-07-27
13322,12029,2024-08-05
13323,17114,2022-11-07
13324,3867,2023-05-28
13325,7872,2024-02-27
13326,14417,2025-01-11
13327,13214,2024-10-29
13328,11330,2025-04-30
13329,17276,2024-06-16
13330,4653,2025-05-03
13331,6271,2023-05-07
13332,14978,2024-09-11
13333,6769,2024-09-01
13334,8179,2023-08-09
13335,243,2025-02-22
13336,5147,2024-09-29
13337,11681,2024-12-29
13338,4692,2025-01-26
13339,7944,2024-09-03
13340,9740,2024-12-10
13341,5090,2024-11-14
13342,1747,2025-01-25
13343,10471,2023-01-03
13344,10593,2025-05-14
13345,1810,2025-05-01
13346,2276,2025-02-16
13347,15243,2025-01-18
13348,7854,2022-08-25
13349,7759,2024-08-22
13350,16995,2024-08-28
13351,5662,2024-03-05
13352,9607,2023-06-04
13353,6308,2024-06-06
13354,7508,2025-02-11
13355,11125,2022-09-09
13356,7756,2023-08-08
13357,1398,2024-02-14
13358,2986,2023-07-27
13359,5834,2025-01-29
13360,6789,2024-11-13
13361,5557,2024-11-11
13362,16737,2025-04-18
13363,5649,2025-05-03
13364,4119,2025-03-04
13365,14558,2024-08-18
13366,5762,2025-02-14
13367,15313,2025-02-02
13368,792,2025-05-22
13369,15585,2023-06-23
13370,12882,2024-12-19
13371,1273,2024-03-19
13372,11701,2022-08-03
13373,2252,2024-09-09
13374,16303,2025-01-28
13375,9842,2022-12-02
13376,2021,2024-11-26
13377,4617,2025-04-12
13378,18811,2025-03-30
13379,8019,2025-02-07
13380,9472,2023-05-12
13381,6760,2024-10-12
13382,1908,2023-11-24
13383,16899,2024-01-02
13384,604,2025-06-18
13385,8016,2025-05-07
13386,16872,2023-12-03
13387,16741,2024-07-07
13388,17295,2024-10-09
13389,1468,2024-10-31
13390,11992,2024-10-20
13391,17228,2024-11-12
13392,15753,2024-09-04
13393,17336,2025-01-28
13394,4804,2025-01-28
13395,8900,2024-07-07
13396,12946,2023-11-05
13397,10963,2024-09-04
13398,9545,2024-04-27
13399,12500,2024-10-30
13400,14538,2024-09-03
13401,4538,2025-05-03
13402,12506,2024-05-07
13403,12246,2024-10-18
13404,11579,2025-05-15
13405,16015,2024-11-08
13406,19116,2023-11-23
13407,14100,2024-10-01
13408,2627,2024-04-18
13409,1076,2024-02-09
13410,14692,2022-12-16
13411,13770,2025-03-19
13412,3452,2024-11-23
13413,2368,2024-11-13
13414,9656,2024-08-21
13415,4602,2025-03-26
13416,434,2025-03-21
13417,15127,2022-09-27
13418,18870,2024-11-10
13419,1465,2023-04-14
13420,2367,2025-06-20
13421,3669,2023-08-08
13422,4654,2024-11-02
13423,14743,2024-07-15
13424,18556,2024-10-03
13425,1984,2024-11-10
13426,4028,2023-04-04
13427,15732,2024-10-20
13428,3378,2024-12-09
13429,14623,2025-02-28
13430,2958,2023-04-21
13431,12513,2023-07-19
13432,6992,2024-10-08
13433,15269,2025-01-18
13434,15444,2024-09-12
13435,8319,2024-02-26
13436,2655,2024-07-25
13437,9906,2022-12-29
13438,5799,2025-04-05
13439,9668,2025-03-30
13440,11521,2024-02-14
13441,7523,2024-11-18
13442,16009,2024-03-05
13443,13549,2025-04-10
13444,9717,2025-04-27
13445,4909,2023-10-30
13446,14702,2025-04-16
13447,15544,2024-07-25
13448,3451,2024-08-26
13449,15707,2024-05-13
13450,14375,2025-04-20
13451,8712,2024-09-10
13452,2859,2025-06-25
13453,15639,2024-08-02
13454,11172,2024-08-24
13455,11621,2023-12-14
13456,12754,2025-01-31
13457,10613,2025-02-15
13458,13002,2025-03-25
13459,8736,2024-07-16
13460,14126,2024-10-29
13461,8137,2025-03-22
13462,1010,2024-10-28
13463,200,2025-04-27
13464,17106,2024-02-14
13465,3622,2024-09-07
13466,1563,2025-05-30
13467,1983,2024-09-20
13468,4451,2024-10-16
13469,8595,2024-10-21
13470,3882,2025-05-23
13471,5390,2023-08-19
13472,1100,2023-12-22
13473,10894,2025-05-02
13474,9739,2025-01-29
13475,6451,2024-10-06
13476,15227,2025-04-23
13477,3779,2024-08-18
13478,160,2025-03-10
13479,6695,2024-08-24
13480,12333,2024-12-24
13481,4282,2023-07-26
13482,2979,2025-04-02
13483,9631,2024-11-23
13484,13581,2024-02-13
13485,2834,2025-04-27
13486,4701,2025-03-20
13487,5602,2023-09-20
13488,6395,2024-08-23
13489,6909,2025-02-28
13490,6019,2024-08-29
13491,17709,2024-12-03
13492,7225,2025-02-21
13493,224,2024-04-26
13494,9024,2024-09-17
13495,14198,2023-03-22
13496,6261,2025-01-27
13497,15571,2024-10-08
13498,2445,2024-11-21
13499,5151,2025-05-16
13500,5473,2025-04-17
13501,3144,2024-02-04
13502,2151,2025-03-22
13503,19216,2024-07-25
13504,4896,2025-03-13
13505,3267,2024-11-25
13506,796,2024-10-19
13507,11974,2022-12-02
13508,17446,2023-11-17
13509,13897,2025-06-06
13510,18766,2024-10-26
13511,3928,2025-01-14
13512,5722,2024-07-02
13513,17271,2022-07-12
13514,8087,2022-05-31
13515,10564,2025-04-24
13516,4136,2025-01-10
13517,11900,2024-08-26
13518,3943,2024-09-30
13519,3188,2025-02-08
13520,3449,2024-10-17
13521,2101,2025-03-04
13522,18077,2023-09-28
13523,1343,2024-12-11
13524,8485,2025-05-15
13525,18998,2024-11-09
13526,1407,2024-03-23
13527,12938,2024-11-09
13528,18402,2025-03-27
13529,3642,2025-04-17
13530,13202,2025-05-21
13531,11981,2022-06-20
13532,10786,2025-03-20
13533,12813,2024-03-29
13534,1599,2023-07-03
13535,2561,2025-04-13
13536,1395,2024-08-17
13537,5923,2025-03-26
13538,9139,2024-07-05
13539,4315,2025-03-27
13540,3124,2023-10-01
13541,16220,2025-05-27
13542,14054,2022-08-18
13543,12590,2024-08-12
13544,9031,2023-02-10
13545,16221,2024-09-28
13546,16973,2024-09-20
13547,4891,2022-08-18
13548,5918,2024-07-05
13549,3362,2024-03-23
13550,12195,2025-03-01
13551,15022,2025-02-24
13552,8760,2025-05-20
13553,5420,2025-06-18
13554,10211,2024-11-03
13555,30,2025-01-12
13556,18290,2025-02-14
13557,14311,2025-01-16
13558,3939,2024-10-27
13559,2017,2022-12-16
13560,13879,2024-09-17
13561,4300,2025-03-30
13562,11290,2023-10-30
13563,17010,2025-02-07
13564,12186,2024-02-03
13565,6826,2025-02-21
13566,3499,2025-01-11
13567,13281,2025-03-06
13568,15535,2025-03-20
13569,10794,2024-07-16
13570,14747,2025-01-04
13571,14056,2024-08-30
13572,9,2024-09-22
13573,10550,2025-01-22
13574,3643,2024-02-17
13575,18669,2023-10-29
13576,16552,2024-10-07
13577,12967,2025-04-22
13578,5774,2024-07-04
13579,6237,2025-02-12
13580,10939,2024-07-25
13581,10474,2025-01-12
13582,16876,2024-03-31
13583,4008,2023-12-27
13584,17782,2025-03-31
13585,1808,2023-07-17
13586,7270,2025-04-29
13587,7581,2025-04-19
13588,492,2023-02-11
13589,8952,2025-04-08
13590,15617,2025-01-24
13591,4087,2023-04-08
13592,8042,2024-01-26
13593,15513,2025-03-25
13594,919,2025-02-21
13595,7262,2024-10-09
13596,8247,2025-05-08
13597,12498,2024-12-27
13598,9630,2024-08-17
13599,6721,2023-06-05
13600,6028,2025-05-31
13601,5202,2024-07-25
13602,425,2024-10-17
13603,7731,2025-04-07
13604,9065,2024-10-10
13605,9817,2025-01-02
13606,10067,2022-06-22
13607,17846,2024-07-25
13608,2885,2024-08-28
13609,8197,2023-10-09
13610,2077,2025-01-30
13611,15488,2023-07-07
13612,11780,2024-01-08
13613,7761,2024-12-28
13614,3737,2022-09-28
13615,120,2024-05-26
13616,12423,2023-10-30
13617,12528,2024-09-20
13618,15673,2025-01-18
13619,5408,2024-11-26
13620,165,2024-10-06
13621,8642,2022-11-21
13622,14723,2024-05-28
13623,1611,2024-08-18
13624,13326,2024-05-30
13625,17996,2024-04-05
13626,9279,2025-03-28
13627,11174,2024-06-11
13628,14638,2024-10-05
13629,474,2025-04-26
13630,865,2023-07-21
13631,7803,2025-03-15
13632,11331,2024-08-21
13633,8518,2025-05-02
13634,7372,2024-01-08
13635,614,2024-12-08
13636,5726,2024-11-26
13637,3046,2024-09-25
13638,14902,2025-02-02
13639,11925,2025-03-08
13640,2637,2024-10-10
13641,15340,2025-04-22
13642,1564,2024-04-03
13643,7522,2024-07-26
13644,8744,2024-04-04
13645,5699,2024-09-22
13646,4878,2023-04-12
13647,2639,2025-02-23
13648,6200,2023-12-03
13649,2356,2025-03-28
13650,7750,2023-04-11
13651,14116,2025-01-31
13652,5072,2025-03-02
13653,9501,2024-07-25
13654,18805,2025-03-24
13655,476,2025-01-08
13656,1201,2024-11-03
13657,16585,2025-02-24
13658,12610,2025-01-18
13659,17439,2025-06-15
13660,14892,2025-01-28
13661,13447,2024-08-21
13662,11596,2024-07-16
13663,19035,2024-10-20
13664,8639,2024-12-27
13665,773,2025-05-25
13666,18060,2024-08-23
13667,10867,2025-03-10
13668,3225,2024-07-25
13669,10584,2023-10-13
13670,5177,2024-04-01
13671,9713,2024-10-14
13672,5988,2025-04-18
13673,13354,2024-07-27
13674,15072,2024-12-22
13675,19088,2025-05-05
13676,2014,2025-02-22
13677,1173,2024-11-09
13678,11171,2025-05-05
13679,15850,2024-11-12
13680,4368,2024-07-31
13681,5340,2024-12-17
13682,6569,2024-10-20
13683,763,2025-01-16
13684,2839,2023-05-14
13685,11964,2024-09-01
13686,5069,2023-12-10
13687,16008,2025-04-09
13688,2582,2025-05-13
13689,10558,2024-11-01
13690,7305,2025-03-15
13691,11997,2024-11-12
13692,11562,2025-04-03
13693,4072,2025-03-23
13694,14934,2025-01-24
13695,13301,2022-09-01
13696,13325,2023-03-30
13697,1524,2023-03-15
13698,11380,2023-03-02
13699,660,2024-12-31
13700,1030,2025-04-29
13701,8661,2023-05-11
13702,8995,2024-08-16
13703,12211,2024-09-23
13704,19153,2024-07-20
13705,10801,2025-05-27
13706,9819,2024-12-23
13707,2599,2024-10-12
13708,18272,2025-04-28
13709,4641,2024-07-14
13710,4844,2024-12-06
13711,5508,2025-05-13
13712,3590,2022-07-23
13713,14708,2024-11-16
13714,8733,2023-04-08
13715,8011,2023-01-22
13716,8718,2025-04-12
13717,13910,2024-12-30
13718,6354,2025-05-19
13719,1357,2024-08-30
13720,17644,2024-10-24
13721,5886,2023-03-11
13722,8938,2025-06-05
13723,5546,2024-10-02
13724,5368,2025-04-14
13725,15846,2025-02-17
13726,17283,2023-09-25
13727,18848,2025-01-06
13728,7440,2022-11-29
13729,7961,2025-06-21
13730,17973,2024-04-08
13731,18459,2024-12-29
13732,17178,2024-07-12
13733,7165,2025-03-08
13734,15854,2024-11-05
13735,63,2024-12-05
13736,17554,2024-11-14
13737,11729,2024-09-17
13738,3262,2022-07-09
13739,7123,2025-05-10
13740,2897,2025-01-22
13741,14765,2023-08-25
13742,3510,2024-07-15
13743,10458,2024-10-27
13744,17264,2024-10-11
13745,16926,2024-02-19
13746,17747,2025-03-19
13747,1460,2024-09-08
13748,16878,2024-03-23
13749,3282,2024-10-02
13750,17232,2023-02-21
13751,16948,2024-10-03
13752,674,2025-04-09
13753,12917,2023-02-20
13754,15713,2025-02-11
13755,5042,2024-01-24
13756,3594,2024-06-29
13757,9121,2023-04-21
13758,11927,2025-06-19
13759,7426,2023-10-05
13760,16408,2024-07-17
13761,4378,2023-12-04
13762,16206,2023-09-16
13763,17045,2024-11-28
13764,18344,2024-02-12
13765,11206,2024-08-28
13766,6689,2024-11-15
13767,4221,2024-09-26
13768,10835,2025-03-21
13769,5881,2024-04-17
13770,5058,2024-12-14
13771,12810,2024-10-04
13772,12276,2025-02-17
13773,16688,2023-08-13
13774,17711,2023-07-21
13775,1677,2024-05-11
13776,3693,2024-09-23
13777,5438,2024-07-28
13778,2603,2024-09-04
13779,13841,2024-04-23
13780,5657,2024-10-31
13781,12666,2024-12-09
13782,2645,2025-03-14
13783,16447,2024-01-03
13784,10021,2025-02-28
13785,16837,2025-04-30
13786,13502,2024-08-29
13787,5269,2022-06-19
13788,7855,2023-12-08
13789,15091,2024-09-27
13790,14670,2024-03-11
13791,3393,2024-03-11
13792,4098,2025-04-05
13793,10467,2025-02-13
13794,6037,2025-04-01
13795,14455,2024-02-20
13796,2791,2023-05-30
13797,17224,2024-11-19
13798,17926,2025-01-02
13799,16416,2023-12-16
13800,1147,2024-03-14
13801,9910,2023-12-31
13802,1833,2024-11-28
13803,1726,2022-09-09
13804,2710,2024-12-11
13805,1068,2025-02-20
13806,4952,2023-12-29
13807,12486,2023-12-09
13808,11702,2025-01-15
13809,658,2024-11-23
13810,12804,2024-06-24
13811,4788,2024-09-06
13812,417,2025-05-16
13813,1936,2025-04-23
13814,7725,2024-03-29
13815,15312,2025-05-13
13816,18562,2025-02-07
13817,6409,2023-10-31
13818,8184,2025-02-15
13819,13660,2024-10-09
13820,16404,2024-09-12
13821,13271,2023-07-15
13822,17752,2024-12-25
13823,18464,2023-06-04
13824,4000,2024-10-09
13825,7031,2025-05-15
13826,7781,2023-11-09
