salesorderid,salesreasonid,modifieddate
62007,2,2024-12-11
62009,1,2024-12-11
62009,2,2024-12-11
62010,1,2024-12-11
62011,1,2024-12-11
62011,2,2024-12-11
62012,1,2024-12-11
62013,1,2024-12-11
62014,5,2024-12-11
62016,1,2024-12-11
62018,5,2024-12-11
62020,1,2024-12-11
62020,2,2024-12-11
62021,1,2024-12-11
62022,1,2024-12-12
62022,10,2024-12-12
62023,1,2024-12-12
62024,1,2024-12-12
62024,10,2024-12-12
62025,4,2024-12-12
62026,4,2024-12-12
62027,4,2024-12-12
62028,1,2024-12-12
62029,1,2024-12-12
62030,4,2024-12-12
62031,1,2024-12-12
62032,2,2024-12-12
62034,1,2024-12-12
62036,1,2024-12-12
62037,1,2024-12-12
62038,1,2024-12-12
62038,10,2024-12-12
62039,4,2024-12-12
62039,10,2024-12-12
62040,1,2024-12-12
62041,1,2024-12-12
62041,10,2024-12-12
62042,1,2024-12-12
62043,1,2024-12-12
62044,1,2024-12-12
62045,1,2024-12-12
62045,10,2024-12-12
62047,6,2024-12-12
62048,1,2024-12-12
62049,1,2024-12-12
62050,1,2024-12-12
62051,1,2024-12-12
62051,10,2024-12-12
62052,1,2024-12-12
62053,1,2024-12-12
62054,1,2024-12-12
62054,10,2024-12-12
62055,1,2024-12-12
62056,4,2024-12-12
62057,1,2024-12-12
62058,1,2024-12-12
62059,1,2024-12-12
62060,1,2024-12-12
62061,1,2024-12-12
62062,1,2024-12-12
62063,1,2024-12-12
62064,1,2024-12-12
62064,10,2024-12-12
62065,4,2024-12-12
62066,1,2024-12-12
62066,2,2024-12-12
62067,1,2024-12-12
62068,1,2024-12-12
62068,2,2024-12-12
62069,1,2024-12-12
62070,1,2024-12-12
62071,2,2024-12-12
62072,1,2024-12-12
62073,1,2024-12-12
62073,2,2024-12-12
62075,1,2024-12-12
62075,2,2024-12-12
62076,1,2024-12-12
62078,1,2024-12-12
62079,1,2024-12-12
62081,1,2024-12-12
62082,1,2024-12-12
62084,5,2024-12-12
62085,5,2024-12-12
62087,1,2024-12-12
62088,1,2024-12-13
62089,1,2024-12-13
62089,10,2024-12-13
62090,1,2024-12-13
62091,1,2024-12-13
62092,1,2024-12-13
62093,1,2024-12-13
62093,10,2024-12-13
62094,4,2024-12-13
62096,2,2024-12-13
62097,1,2024-12-13
62098,1,2024-12-13
62099,1,2024-12-13
62100,1,2024-12-13
62101,1,2024-12-13
62101,10,2024-12-13
62102,1,2024-12-13
62103,4,2024-12-13
62104,1,2024-12-13
62104,10,2024-12-13
62105,1,2024-12-13
62106,4,2024-12-13
62107,1,2024-12-13
62108,1,2024-12-13
62110,6,2024-12-13
62111,1,2024-12-13
62112,1,2024-12-13
62113,1,2024-12-13
62114,1,2024-12-13
62114,10,2024-12-13
62115,1,2024-12-13
62116,1,2024-12-13
62117,1,2024-12-13
62117,10,2024-12-13
62118,1,2024-12-13
62119,1,2024-12-13
62120,1,2024-12-13
62121,1,2024-12-13
62122,1,2024-12-13
62123,1,2024-12-13
62124,1,2024-12-13
62125,1,2024-12-13
62126,1,2024-12-13
62127,1,2024-12-13
62128,1,2024-12-13
62129,1,2024-12-13
62130,1,2024-12-13
62131,1,2024-12-13
62132,1,2024-12-13
62133,1,2024-12-13
62133,2,2024-12-13
62136,1,2024-12-13
62137,6,2024-12-13
62138,1,2024-12-13
62138,2,2024-12-13
62139,1,2024-12-13
62140,1,2024-12-13
62143,2,2024-12-13
62144,1,2024-12-13
62145,2,2024-12-13
62147,1,2024-12-13
62148,1,2024-12-13
62148,2,2024-12-13
62150,1,2024-12-13
62151,1,2024-12-13
62151,2,2024-12-13
62154,6,2024-12-13
62155,1,2024-12-13
62155,2,2024-12-13
62158,1,2024-12-14
62159,1,2024-12-14
62160,1,2024-12-14
62160,10,2024-12-14
62161,1,2024-12-14
62161,10,2024-12-14
62162,1,2024-12-14
62163,1,2024-12-14
62164,1,2024-12-14
62165,1,2024-12-14
62166,1,2024-12-14
62167,1,2024-12-14
62168,1,2024-12-14
62168,10,2024-12-14
62169,1,2024-12-14
62170,1,2024-12-14
62171,4,2024-12-14
62171,10,2024-12-14
62172,1,2024-12-14
62174,1,2024-12-14
62175,2,2024-12-14
62176,1,2024-12-14
62177,1,2024-12-14
62179,4,2024-12-14
62180,1,2024-12-14
62181,1,2024-12-14
62182,1,2024-12-14
62183,1,2024-12-14
62184,1,2024-12-14
62185,1,2024-12-14
62186,1,2024-12-14
62187,1,2024-12-14
62188,4,2024-12-14
62188,10,2024-12-14
62189,1,2024-12-14
62190,1,2024-12-14
62191,1,2024-12-14
62192,1,2024-12-14
62193,1,2024-12-14
62194,1,2024-12-14
62195,1,2024-12-14
62196,1,2024-12-14
62197,1,2024-12-14
62198,1,2024-12-14
62199,1,2024-12-14
62200,1,2024-12-14
62201,1,2024-12-14
62202,1,2024-12-14
62203,1,2024-12-14
62204,1,2024-12-14
62205,1,2024-12-14
62206,4,2024-12-14
62207,1,2024-12-14
62208,1,2024-12-14
62209,1,2024-12-14
62210,1,2024-12-14
62211,1,2024-12-14
62213,1,2024-12-14
62214,1,2024-12-14
62214,2,2024-12-14
62215,5,2024-12-14
62216,1,2024-12-14
62216,2,2024-12-14
62217,6,2024-12-14
62220,1,2024-12-14
62221,2,2024-12-14
62222,1,2024-12-14
62224,1,2024-12-14
62225,5,2024-12-14
62226,1,2024-12-14
62226,2,2024-12-14
62227,1,2024-12-14
62228,1,2024-12-14
62229,1,2024-12-14
62231,1,2024-12-14
62232,1,2024-12-14
62233,4,2024-12-15
62234,1,2024-12-15
62235,1,2024-12-15
62237,1,2024-12-15
62238,4,2024-12-15
62239,1,2024-12-15
62239,10,2024-12-15
62241,1,2024-12-15
62242,2,2024-12-15
62243,1,2024-12-15
62244,1,2024-12-15
62245,1,2024-12-15
62246,1,2024-12-15
62247,1,2024-12-15
62248,1,2024-12-15
62250,4,2024-12-15
62250,10,2024-12-15
62251,1,2024-12-15
62252,1,2024-12-15
62253,1,2024-12-15
62254,1,2024-12-15
62255,1,2024-12-15
62256,6,2024-12-15
62257,1,2024-12-15
62258,1,2024-12-15
62259,1,2024-12-15
62260,1,2024-12-15
62261,1,2024-12-15
62262,1,2024-12-15
62263,1,2024-12-15
62263,10,2024-12-15
62264,1,2024-12-15
62264,10,2024-12-15
62265,1,2024-12-15
62266,1,2024-12-15
62267,1,2024-12-15
62268,1,2024-12-15
62269,1,2024-12-15
62270,1,2024-12-15
62271,1,2024-12-15
62271,2,2024-12-15
62272,1,2024-12-15
62273,2,2024-12-15
62276,1,2024-12-15
62277,1,2024-12-15
62279,1,2024-12-15
62279,2,2024-12-15
62280,6,2024-12-15
62281,1,2024-12-15
62282,1,2024-12-15
62282,2,2024-12-15
62283,1,2024-12-15
62285,1,2024-12-16
62286,1,2024-12-16
62287,1,2024-12-16
62287,10,2024-12-16
62288,1,2024-12-16
62289,1,2024-12-16
62290,1,2024-12-16
62291,1,2024-12-16
62292,1,2024-12-16
62292,10,2024-12-16
62293,1,2024-12-16
62293,10,2024-12-16
62294,1,2024-12-16
62294,2,2024-12-16
62295,1,2024-12-16
62296,4,2024-12-16
62297,1,2024-12-16
62298,1,2024-12-16
62299,1,2024-12-16
62300,1,2024-12-16
62301,1,2024-12-16
62302,1,2024-12-16
62304,1,2024-12-16
62305,4,2024-12-16
62306,1,2024-12-16
62307,1,2024-12-16
62308,6,2024-12-16
62309,1,2024-12-16
62310,1,2024-12-16
62311,1,2024-12-16
62312,1,2024-12-16
62313,1,2024-12-16
62314,1,2024-12-16
62315,1,2024-12-16
62316,1,2024-12-16
62316,10,2024-12-16
62317,1,2024-12-16
62318,1,2024-12-16
62319,1,2024-12-16
62319,10,2024-12-16
62320,1,2024-12-16
62321,1,2024-12-16
62322,1,2024-12-16
62323,1,2024-12-16
62324,1,2024-12-16
62325,1,2024-12-16
62326,1,2024-12-16
62327,1,2024-12-16
62328,1,2024-12-16
62329,1,2024-12-16
62329,10,2024-12-16
62330,1,2024-12-16
62331,1,2024-12-16
62332,6,2024-12-16
62333,1,2024-12-16
62334,1,2024-12-16
62334,2,2024-12-16
62336,1,2024-12-16
62337,1,2024-12-16
62337,2,2024-12-16
62337,10,2024-12-16
62340,1,2024-12-16
62341,1,2024-12-16
62343,5,2024-12-16
62344,1,2024-12-16
62347,1,2024-12-17
62348,1,2024-12-17
62349,1,2024-12-17
62350,1,2024-12-17
62351,1,2024-12-17
62352,6,2024-12-17
62353,1,2024-12-17
62354,1,2024-12-17
62355,1,2024-12-17
62356,1,2024-12-17
62357,1,2024-12-17
62358,1,2024-12-17
62359,1,2024-12-17
62360,1,2024-12-17
62361,1,2024-12-17
62362,1,2024-12-17
62363,1,2024-12-17
62364,1,2024-12-17
62364,10,2024-12-17
62365,1,2024-12-17
62366,1,2024-12-17
62367,4,2024-12-17
62368,1,2024-12-17
62369,1,2024-12-17
62370,1,2024-12-17
62371,1,2024-12-17
62372,1,2024-12-17
62373,1,2024-12-17
62374,1,2024-12-17
62375,1,2024-12-17
62376,1,2024-12-17
62377,1,2024-12-17
62378,1,2024-12-17
62379,1,2024-12-17
62379,2,2024-12-17
62380,1,2024-12-17
62381,1,2024-12-17
62382,1,2024-12-17
62384,1,2024-12-17
62384,2,2024-12-17
62385,1,2024-12-17
62386,5,2024-12-17
62387,1,2024-12-17
62388,1,2024-12-17
62388,2,2024-12-17
62391,1,2024-12-17
62392,1,2024-12-17
62393,2,2024-12-17
62394,1,2024-12-17
62395,1,2024-12-17
62396,4,2024-12-18
62397,1,2024-12-18
62398,1,2024-12-18
62399,4,2024-12-18
62400,1,2024-12-18
62401,1,2024-12-18
62402,1,2024-12-18
62403,1,2024-12-18
62404,1,2024-12-18
62405,1,2024-12-18
62407,1,2024-12-18
62408,1,2024-12-18
62409,1,2024-12-18
62410,1,2024-12-18
62411,2,2024-12-18
62412,1,2024-12-18
62413,1,2024-12-18
62414,1,2024-12-18
62415,1,2024-12-18
62416,1,2024-12-18
62417,1,2024-12-18
62418,1,2024-12-18
62419,1,2024-12-18
62420,1,2024-12-18
62421,1,2024-12-18
62422,1,2024-12-18
62423,1,2024-12-18
62424,1,2024-12-18
62425,1,2024-12-18
62426,1,2024-12-18
62427,1,2024-12-18
62428,1,2024-12-18
62429,1,2024-12-18
62429,10,2024-12-18
62430,1,2024-12-18
62431,1,2024-12-18
62432,1,2024-12-18
62433,1,2024-12-18
62434,1,2024-12-18
62435,1,2024-12-18
62436,1,2024-12-18
62436,10,2024-12-18
62437,1,2024-12-18
62438,1,2024-12-18
62439,1,2024-12-18
62440,4,2024-12-18
62441,1,2024-12-18
62442,1,2024-12-18
62442,2,2024-12-18
62443,1,2024-12-18
62445,1,2024-12-18
62445,2,2024-12-18
62446,1,2024-12-18
62447,1,2024-12-18
62448,1,2024-12-18
62449,1,2024-12-18
62450,1,2024-12-18
62451,1,2024-12-18
62451,2,2024-12-18
62452,1,2024-12-18
62453,2,2024-12-18
62454,2,2024-12-18
62455,1,2024-12-18
62458,1,2024-12-18
62458,2,2024-12-18
62459,2,2024-12-18
62460,1,2024-12-18
62460,2,2024-12-18
62462,1,2024-12-18
62462,2,2024-12-18
62462,10,2024-12-18
62463,1,2024-12-18
62464,1,2024-12-18
62464,2,2024-12-18
62466,1,2024-12-18
62466,2,2024-12-18
62466,10,2024-12-18
62467,1,2024-12-18
62469,1,2024-12-18
62471,1,2024-12-19
62472,1,2024-12-19
62473,4,2024-12-19
62474,1,2024-12-19
62475,1,2024-12-19
62475,10,2024-12-19
62476,1,2024-12-19
62477,1,2024-12-19
62478,1,2024-12-19
62479,1,2024-12-19
62480,1,2024-12-19
62483,4,2024-12-19
62484,4,2024-12-19
62485,1,2024-12-19
62486,1,2024-12-19
62487,1,2024-12-19
62488,1,2024-12-19
62489,1,2024-12-19
62490,1,2024-12-19
62491,1,2024-12-19
62492,6,2024-12-19
62493,1,2024-12-19
62494,1,2024-12-19
62495,1,2024-12-19
62495,10,2024-12-19
62496,1,2024-12-19
62497,6,2024-12-19
62498,1,2024-12-19
62499,4,2024-12-19
62499,10,2024-12-19
62500,1,2024-12-19
62501,1,2024-12-19
62502,1,2024-12-19
62503,1,2024-12-19
62504,1,2024-12-19
62505,1,2024-12-19
62506,1,2024-12-19
62507,1,2024-12-19
62507,10,2024-12-19
62508,1,2024-12-19
62509,1,2024-12-19
62510,1,2024-12-19
62511,1,2024-12-19
62513,2,2024-12-19
62514,1,2024-12-19
62515,1,2024-12-19
62515,2,2024-12-19
62516,1,2024-12-19
62517,6,2024-12-19
62518,1,2024-12-19
62518,2,2024-12-19
62519,1,2024-12-19
62519,2,2024-12-19
62520,1,2024-12-19
62522,2,2024-12-19
62524,1,2024-12-19
62525,1,2024-12-19
62527,1,2024-12-19
62530,5,2024-12-19
62531,1,2024-12-20
62532,4,2024-12-20
62533,4,2024-12-20
62534,1,2024-12-20
62535,1,2024-12-20
62536,2,2024-12-20
62537,1,2024-12-20
62538,1,2024-12-20
62539,2,2024-12-20
62540,1,2024-12-20
62541,1,2024-12-20
62541,2,2024-12-20
62542,4,2024-12-20
62543,1,2024-12-20
62544,1,2024-12-20
62545,1,2024-12-20
62547,1,2024-12-20
62548,1,2024-12-20
62549,1,2024-12-20
62551,4,2024-12-20
62551,10,2024-12-20
62552,1,2024-12-20
62552,10,2024-12-20
62553,1,2024-12-20
62554,1,2024-12-20
62555,1,2024-12-20
62555,10,2024-12-20
62556,1,2024-12-20
62557,1,2024-12-20
62558,1,2024-12-20
62559,1,2024-12-20
62560,1,2024-12-20
62562,1,2024-12-20
62563,1,2024-12-20
62564,1,2024-12-20
62565,1,2024-12-20
62565,2,2024-12-20
62566,1,2024-12-20
62567,1,2024-12-20
62568,5,2024-12-20
62569,1,2024-12-20
62570,5,2024-12-20
62572,1,2024-12-20
62574,1,2024-12-20
62575,1,2024-12-20
62576,2,2024-12-20
62577,1,2024-12-20
62579,1,2024-12-20
62581,1,2024-12-21
62581,10,2024-12-21
62582,1,2024-12-21
62583,1,2024-12-21
62584,1,2024-12-21
62585,1,2024-12-21
62586,2,2024-12-21
62587,1,2024-12-21
62588,1,2024-12-21
62588,2,2024-12-21
62589,1,2024-12-21
62589,2,2024-12-21
62590,1,2024-12-21
62591,1,2024-12-21
62592,1,2024-12-21
62593,1,2024-12-21
62594,1,2024-12-21
62595,1,2024-12-21
62596,4,2024-12-21
62596,10,2024-12-21
62597,1,2024-12-21
62598,1,2024-12-21
62599,1,2024-12-21
62600,1,2024-12-21
62601,1,2024-12-21
62602,1,2024-12-21
62603,1,2024-12-21
62604,1,2024-12-21
62605,1,2024-12-21
62606,1,2024-12-21
62608,1,2024-12-21
62609,1,2024-12-21
62610,1,2024-12-21
62611,1,2024-12-21
62612,1,2024-12-21
62613,1,2024-12-21
62616,1,2024-12-21
62617,1,2024-12-21
62617,2,2024-12-21
62618,1,2024-12-21
62618,2,2024-12-21
62619,1,2024-12-21
62619,2,2024-12-21
62620,1,2024-12-21
62621,1,2024-12-21
62621,2,2024-12-21
62622,1,2024-12-21
62623,1,2024-12-21
62624,1,2024-12-21
62625,1,2024-12-21
62626,5,2024-12-21
62628,1,2024-12-22
62629,1,2024-12-22
62630,1,2024-12-22
62631,1,2024-12-22
62632,6,2024-12-22
62633,6,2024-12-22
62634,1,2024-12-22
62634,10,2024-12-22
62635,1,2024-12-22
62636,1,2024-12-22
62637,1,2024-12-22
62638,2,2024-12-22
62639,1,2024-12-22
62639,2,2024-12-22
62640,1,2024-12-22
62641,1,2024-12-22
62642,1,2024-12-22
62643,1,2024-12-22
62644,1,2024-12-22
62645,1,2024-12-22
62646,1,2024-12-22
62647,4,2024-12-22
62647,10,2024-12-22
62648,1,2024-12-22
62649,6,2024-12-22
62650,1,2024-12-22
62651,1,2024-12-22
62652,1,2024-12-22
62653,1,2024-12-22
62654,1,2024-12-22
62655,1,2024-12-22
62656,1,2024-12-22
62657,1,2024-12-22
62657,10,2024-12-22
62658,1,2024-12-22
62659,1,2024-12-22
62660,1,2024-12-22
62661,1,2024-12-22
62662,1,2024-12-22
62663,1,2024-12-22
62664,1,2024-12-22
62664,2,2024-12-22
62665,1,2024-12-22
62666,1,2024-12-22
62667,1,2024-12-22
62668,1,2024-12-22
62669,5,2024-12-22
62670,6,2024-12-22
62671,1,2024-12-22
62672,1,2024-12-22
62673,2,2024-12-22
62674,2,2024-12-22
62675,1,2024-12-22
62676,1,2024-12-22
62677,1,2024-12-22
62678,1,2024-12-22
62679,5,2024-12-22
62680,1,2024-12-22
62680,10,2024-12-22
62681,1,2024-12-22
62681,2,2024-12-22
62682,1,2024-12-22
62684,1,2024-12-22
62684,2,2024-12-22
62685,1,2024-12-22
62685,10,2024-12-22
62686,1,2024-12-22
62687,6,2024-12-22
62689,1,2024-12-22
62690,1,2024-12-22
62690,2,2024-12-22
62691,5,2024-12-22
62692,1,2024-12-22
62693,1,2024-12-22
62694,1,2024-12-22
62694,2,2024-12-22
62694,10,2024-12-22
62695,1,2024-12-23
62696,1,2024-12-23
62697,1,2024-12-23
62698,1,2024-12-23
62699,1,2024-12-23
62700,1,2024-12-23
62702,1,2024-12-23
62703,2,2024-12-23
62704,4,2024-12-23
62705,1,2024-12-23
62706,1,2024-12-23
62707,1,2024-12-23
62708,1,2024-12-23
62709,1,2024-12-23
62710,4,2024-12-23
62711,1,2024-12-23
62712,1,2024-12-23
62713,1,2024-12-23
62714,6,2024-12-23
62715,1,2024-12-23
62716,1,2024-12-23
62717,1,2024-12-23
62718,1,2024-12-23
62718,10,2024-12-23
62719,1,2024-12-23
62720,1,2024-12-23
62721,1,2024-12-23
62722,1,2024-12-23
62723,1,2024-12-23
62724,1,2024-12-23
62725,1,2024-12-23
62726,1,2024-12-23
62727,1,2024-12-23
62728,1,2024-12-23
62729,1,2024-12-23
62730,1,2024-12-23
62731,1,2024-12-23
62731,10,2024-12-23
62732,1,2024-12-23
62733,1,2024-12-23
62734,1,2024-12-23
62735,1,2024-12-23
62736,6,2024-12-23
62737,1,2024-12-23
62738,6,2024-12-23
62739,2,2024-12-23
62740,1,2024-12-23
62742,5,2024-12-23
62743,1,2024-12-23
62743,2,2024-12-23
62744,1,2024-12-23
62744,10,2024-12-23
62745,1,2024-12-23
62746,1,2024-12-23
62748,1,2024-12-23
62748,2,2024-12-23
62748,10,2024-12-23
62749,2,2024-12-23
62751,1,2024-12-24
62752,1,2024-12-24
62753,1,2024-12-24
62754,4,2024-12-24
62755,1,2024-12-24
62755,10,2024-12-24
62756,1,2024-12-24
62757,1,2024-12-24
62758,1,2024-12-24
62759,1,2024-12-24
62759,10,2024-12-24
62760,1,2024-12-24
62761,1,2024-12-24
62762,6,2024-12-24
62763,1,2024-12-24
62764,6,2024-12-24
62766,1,2024-12-24
62766,2,2024-12-24
62768,2,2024-12-24
62770,1,2024-12-24
62771,1,2024-12-24
62772,1,2024-12-24
62773,1,2024-12-24
62774,1,2024-12-24
62775,1,2024-12-24
62776,1,2024-12-24
62777,1,2024-12-24
62778,1,2024-12-24
62779,1,2024-12-24
62780,1,2024-12-24
62781,1,2024-12-24
62782,1,2024-12-24
62783,1,2024-12-24
62784,1,2024-12-24
62785,1,2024-12-24
62786,1,2024-12-24
62786,10,2024-12-24
62787,6,2024-12-24
62788,1,2024-12-24
62789,1,2024-12-24
62790,1,2024-12-24
62791,1,2024-12-24
62792,1,2024-12-24
62793,1,2024-12-24
62794,1,2024-12-24
62795,1,2024-12-24
62796,1,2024-12-24
62797,1,2024-12-24
62798,1,2024-12-24
62799,1,2024-12-24
62800,1,2024-12-24
62801,1,2024-12-24
62802,1,2024-12-24
62803,1,2024-12-24
62804,1,2024-12-24
62807,1,2024-12-24
62808,1,2024-12-24
62809,1,2024-12-24
62809,2,2024-12-24
62811,1,2024-12-24
62811,2,2024-12-24
62813,1,2024-12-24
62813,2,2024-12-24
62813,10,2024-12-24
62814,1,2024-12-24
62814,2,2024-12-24
62816,2,2024-12-24
62819,1,2024-12-24
62820,1,2024-12-25
62821,1,2024-12-25
62822,1,2024-12-25
62823,4,2024-12-25
62824,1,2024-12-25
62825,1,2024-12-25
62825,2,2024-12-25
62826,1,2024-12-25
62826,2,2024-12-25
62827,1,2024-12-25
62828,1,2024-12-25
62829,1,2024-12-25
62830,1,2024-12-25
62831,1,2024-12-25
62832,1,2024-12-25
62833,1,2024-12-25
62834,1,2024-12-25
62836,1,2024-12-25
62837,1,2024-12-25
62838,1,2024-12-25
62839,1,2024-12-25
62840,1,2024-12-25
62841,1,2024-12-25
62841,10,2024-12-25
62842,1,2024-12-25
62843,1,2024-12-25
62844,1,2024-12-25
62845,1,2024-12-25
62846,1,2024-12-25
62846,10,2024-12-25
62847,1,2024-12-25
62847,10,2024-12-25
62848,1,2024-12-25
62848,10,2024-12-25
62849,1,2024-12-25
62850,1,2024-12-25
62851,2,2024-12-25
62853,1,2024-12-25
62854,1,2024-12-25
62855,1,2024-12-25
62856,1,2024-12-25
62857,1,2024-12-25
62857,2,2024-12-25
62858,1,2024-12-25
62860,1,2024-12-25
62861,1,2024-12-25
62863,1,2024-12-25
62864,2,2024-12-25
62865,1,2024-12-25
62865,2,2024-12-25
62866,1,2024-12-25
62866,2,2024-12-25
62868,1,2024-12-25
62868,2,2024-12-25
62869,1,2024-12-25
62870,1,2024-12-25
62871,1,2024-12-25
62872,1,2024-12-25
62874,1,2024-12-25
62875,1,2024-12-26
62876,4,2024-12-26
62877,4,2024-12-26
62878,1,2024-12-26
62879,1,2024-12-26
62880,1,2024-12-26
62880,10,2024-12-26
62881,1,2024-12-26
62882,1,2024-12-26
62884,1,2024-12-26
62885,2,2024-12-26
62886,1,2024-12-26
62886,2,2024-12-26
62887,1,2024-12-26
62888,1,2024-12-26
62889,1,2024-12-26
62890,1,2024-12-26
62891,1,2024-12-26
62892,1,2024-12-26
62893,1,2024-12-26
62894,1,2024-12-26
62895,1,2024-12-26
62896,1,2024-12-26
62897,1,2024-12-26
62898,1,2024-12-26
62899,4,2024-12-26
62900,6,2024-12-26
62901,1,2024-12-26
62902,1,2024-12-26
62903,1,2024-12-26
62904,1,2024-12-26
62905,1,2024-12-26
62906,1,2024-12-26
62907,1,2024-12-26
62908,1,2024-12-26
62909,1,2024-12-26
62909,10,2024-12-26
62910,1,2024-12-26
62911,1,2024-12-26
62911,10,2024-12-26
62913,1,2024-12-26
62914,1,2024-12-26
62915,1,2024-12-26
62916,1,2024-12-26
62917,4,2024-12-26
62918,1,2024-12-26
62919,1,2024-12-26
62920,1,2024-12-26
62921,4,2024-12-26
62922,1,2024-12-26
62923,1,2024-12-26
62924,1,2024-12-26
62925,1,2024-12-26
62925,2,2024-12-26
62927,1,2024-12-26
62927,2,2024-12-26
62929,1,2024-12-26
62930,1,2024-12-26
62931,1,2024-12-26
62932,1,2024-12-26
62933,1,2024-12-26
62934,1,2024-12-26
62935,1,2024-12-26
62936,1,2024-12-26
62936,2,2024-12-26
62938,1,2024-12-26
62939,1,2024-12-26
62940,1,2024-12-26
62941,1,2024-12-26
62941,2,2024-12-26
62942,6,2024-12-26
62943,1,2024-12-26
62944,1,2024-12-26
62945,1,2024-12-26
62946,4,2024-12-27
62947,1,2024-12-27
62948,4,2024-12-27
62949,1,2024-12-27
62950,1,2024-12-27
62951,1,2024-12-27
62952,1,2024-12-27
62952,2,2024-12-27
62953,2,2024-12-27
62954,1,2024-12-27
62954,2,2024-12-27
62955,1,2024-12-27
62956,1,2024-12-27
62957,4,2024-12-27
62958,1,2024-12-27
62959,1,2024-12-27
62960,1,2024-12-27
62961,1,2024-12-27
62962,1,2024-12-27
62963,1,2024-12-27
62964,1,2024-12-27
62965,1,2024-12-27
62965,10,2024-12-27
62966,1,2024-12-27
62967,1,2024-12-27
62968,1,2024-12-27
62969,1,2024-12-27
62970,1,2024-12-27
62971,1,2024-12-27
62971,10,2024-12-27
62972,1,2024-12-27
62973,1,2024-12-27
62973,10,2024-12-27
62974,1,2024-12-27
62975,1,2024-12-27
62976,1,2024-12-27
62977,1,2024-12-27
62978,1,2024-12-27
62979,1,2024-12-27
62980,1,2024-12-27
62981,1,2024-12-27
62982,1,2024-12-27
62982,2,2024-12-27
62983,1,2024-12-27
62983,2,2024-12-27
62984,1,2024-12-27
62985,2,2024-12-27
62986,1,2024-12-27
62986,2,2024-12-27
62987,1,2024-12-27
62989,1,2024-12-27
62990,6,2024-12-27
62991,2,2024-12-27
62992,1,2024-12-27
62992,2,2024-12-27
62994,1,2024-12-27
62995,1,2024-12-27
62995,2,2024-12-27
62996,1,2024-12-27
62997,1,2024-12-27
62999,1,2024-12-27
63000,1,2024-12-27
63001,1,2024-12-27
63002,1,2024-12-27
63003,1,2024-12-28
63004,1,2024-12-28
63005,1,2024-12-28
63006,1,2024-12-28
63007,1,2024-12-28
63008,1,2024-12-28
63009,4,2024-12-28
63010,1,2024-12-28
63011,1,2024-12-28
63012,1,2024-12-28
63013,1,2024-12-28
63013,10,2024-12-28
63014,1,2024-12-28
63015,1,2024-12-28
63016,1,2024-12-28
63017,1,2024-12-28
63018,1,2024-12-28
63019,1,2024-12-28
63020,1,2024-12-28
63021,1,2024-12-28
63022,1,2024-12-28
63023,1,2024-12-28
63024,1,2024-12-28
63025,1,2024-12-28
63026,1,2024-12-28
63027,1,2024-12-28
63028,1,2024-12-28
63029,1,2024-12-28
63030,1,2024-12-28
63031,1,2024-12-28
63032,1,2024-12-28
63033,1,2024-12-28
63034,1,2024-12-28
63035,1,2024-12-28
63036,1,2024-12-28
63037,1,2024-12-28
63038,1,2024-12-28
63039,1,2024-12-28
63040,1,2024-12-28
63041,1,2024-12-28
63043,1,2024-12-28
63044,1,2024-12-28
63044,2,2024-12-28
63045,1,2024-12-28
63046,2,2024-12-28
63047,1,2024-12-28
63048,1,2024-12-28
63049,1,2024-12-28
63051,1,2024-12-28
63051,2,2024-12-28
63052,5,2024-12-28
63053,1,2024-12-28
63053,2,2024-12-28
63054,1,2024-12-28
63054,10,2024-12-28
63056,1,2024-12-28
63057,1,2024-12-28
63058,1,2024-12-28
63058,2,2024-12-28
63059,1,2024-12-28
63059,10,2024-12-28
63060,1,2024-12-28
63061,1,2024-12-29
63062,1,2024-12-29
63063,1,2024-12-29
63064,1,2024-12-29
63065,1,2024-12-29
63066,1,2024-12-29
63067,1,2024-12-29
63068,1,2024-12-29
63069,1,2024-12-29
63069,2,2024-12-29
63070,1,2024-12-29
63070,2,2024-12-29
63071,1,2024-12-29
63072,1,2024-12-29
63073,1,2024-12-29
63074,1,2024-12-29
63075,4,2024-12-29
63075,10,2024-12-29
63076,1,2024-12-29
63077,1,2024-12-29
63078,1,2024-12-29
63079,1,2024-12-29
63080,1,2024-12-29
63081,4,2024-12-29
63082,1,2024-12-29
63083,1,2024-12-29
63084,1,2024-12-29
63085,1,2024-12-29
63086,1,2024-12-29
63087,1,2024-12-29
63088,1,2024-12-29
63089,1,2024-12-29
63090,1,2024-12-29
63091,1,2024-12-29
63091,10,2024-12-29
63092,1,2024-12-29
63093,1,2024-12-29
63094,1,2024-12-29
63095,1,2024-12-29
63096,1,2024-12-29
63097,1,2024-12-29
63098,1,2024-12-29
63098,2,2024-12-29
63098,10,2024-12-29
63099,1,2024-12-29
63100,1,2024-12-29
63100,2,2024-12-29
63100,10,2024-12-29
63103,6,2024-12-29
63106,1,2024-12-29
63108,1,2024-12-29
63108,2,2024-12-29
63109,1,2024-12-29
63110,1,2024-12-29
63111,1,2024-12-29
63112,1,2024-12-29
63114,1,2024-12-29
63114,2,2024-12-29
63115,1,2024-12-29
63115,2,2024-12-29
63116,1,2024-12-29
63116,2,2024-12-29
63117,1,2024-12-29
63294,1,2024-12-30
63295,1,2024-12-30
63296,1,2024-12-30
63297,1,2024-12-30
63298,1,2024-12-30
63300,1,2024-12-30
